selected_case_key,selection_group,selection_reason,selection_rank,lpips_row_id,lpips_case_id,metric_case_id,candidate_id,candidate_index,candidate_seed,effective_candidate_seed,case_id,source_case_id,restoration_case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,is_zero_control,prompt_policy_id,prompt_variant_id,prompt_template_name,prompt_variant_family,evaluation_region,region_x_min,region_y_min,region_x_max,region_y_max,region_pixel_count,mask_area_pixels,damaged_lpips,restored_lpips,lpips_improvement,absolute_lpips_improvement,quality_direction,lpips_improvement_rank_desc_in_region,lpips_improvement_rank_asc_in_region,restored_lpips_rank_asc_in_region,clean_path,damaged_path,restored_path,mask_path,content_x_min,content_y_min,content_x_max,content_y_max,content_box_source,mask_bbox_applicable,expected_lpips_region_count,full_lpips_run_id,full_input_case_count,full_expected_lpips_rows,source_case_id_original,metric_mask_id,metric_mask_type,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue,prompt_variant_order,prompt_ablation_subset,inference_mode,execution_device,scheduler_name,num_inference_steps,guidance_scale,strength
weakest_or_regressed__full_image__sd24_0679__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,7,sd24_0679__full_image__lpips,sd24_0679,sd24_0679,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,679,2026,2026,p001__discolouration__severe,p001__discolouration__severe,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,discolouration,False,sd_inpaint_prompt_ablation_v1,p01_style_period,style_period_context,contextual,full_image,0,0,768,768,589824,222783,0.0178254432976245,0.2974075973033905,-0.2795821540057659,0.2795821540057659,regressed,939,7,925,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__discolouration__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__discolouration__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__discolouration__severe,,discolouration,> 127,8,alex,256,0.0787928999925497,0.3497048999997787,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,1,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0669__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,8,sd24_0669__full_image__lpips,sd24_0669,sd24_0669,sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08,669,2026,2026,p001__dirt_dust__mild,p001__dirt_dust__mild,sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,1700,2.9588750294351485e-07,0.2762179672718048,-0.2762176713843018,0.2762176713843018,regressed,938,8,920,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__mild_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__mild_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__mild,,dirt_dust,> 127,8,alex,256,0.0775165000231936,0.3826784999982919,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0005__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,1,sd24_0005__content_region__lpips,sd24_0005,sd24_0005,sd__can__p001__zero__p00_generic__s2026__3be104a7ae,5,2026,2026,p001_zero_control,p001_zero_control,sd__can__p001__zero__p00_generic__s2026__3be104a7ae,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,52,0,715,768,509184,0,0.0,0.0,0.0,0.0,unchanged,561,292,1,data/processed/clean/p001_clean.png,data/processed/masked/p001_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p001__zero__p00_generic__s2026__3be104a7ae__restored_stable_diffusion_inpainting.png,data/processed/masks/p001_zero_control_mask.png,52,0,715,768,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p001_zero_control,p001_zero_control,zero_control,> 127,8,alex,256,0.067093499994371,0.2312780999927781,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0010__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,2,sd24_0010__content_region__lpips,sd24_0010,sd24_0010,sd__can__p002__zero__p00_generic__s2026__606dc73934,10,2026,2026,p002_zero_control,p002_zero_control,sd__can__p002__zero__p00_generic__s2026__606dc73934,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,,stable_diffusion_inpainting,p002_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,159,0,608,768,344832,0,0.0,0.0,0.0,0.0,unchanged,562,293,2,data/processed/clean/p002_clean.png,data/processed/masked/p002_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p002__zero__p00_generic__s2026__606dc73934__restored_stable_diffusion_inpainting.png,data/processed/masks/p002_zero_control_mask.png,159,0,608,768,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p002_zero_control,p002_zero_control,zero_control,> 127,8,alex,256,0.0557787999860011,0.2414665000105742,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0015__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,3,sd24_0015__content_region__lpips,sd24_0015,sd24_0015,sd__can__p003__zero__p00_generic__s2026__b541cf4111,15,2026,2026,p003_zero_control,p003_zero_control,sd__can__p003__zero__p00_generic__s2026__b541cf4111,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,,stable_diffusion_inpainting,p003_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,77,0,691,768,471552,0,0.0,0.0,0.0,0.0,unchanged,563,294,3,data/processed/clean/p003_clean.png,data/processed/masked/p003_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p003__zero__p00_generic__s2026__b541cf4111__restored_stable_diffusion_inpainting.png,data/processed/masks/p003_zero_control_mask.png,77,0,691,768,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p003_zero_control,p003_zero_control,zero_control,> 127,8,alex,256,0.0695979000010993,0.3069346999982372,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0036__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,4,sd24_0036__content_region__lpips,sd24_0036,sd24_0036,sd__can__p004__zero__p00_generic__s2026__f5472b104d,36,2026,2026,p004_zero_control,p004_zero_control,sd__can__p004__zero__p00_generic__s2026__f5472b104d,canonical,primary,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,,stable_diffusion_inpainting,p004_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,0,71,768,696,480000,0,0.0,0.0,0.0,0.0,unchanged,564,295,4,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p004__zero__p00_generic__s2026__f5472b104d__restored_stable_diffusion_inpainting.png,data/processed/masks/p004_zero_control_mask.png,0,71,768,696,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p004_zero_control,p004_zero_control,zero_control,> 127,8,alex,256,0.2360890999843832,0.4627284999878611,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,True,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0037__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,5,sd24_0037__content_region__lpips,sd24_0037,sd24_0037,sd__can__p004__zero__p01_style_period__s2026__0dfba8357d,37,2026,2026,p004_zero_control,p004_zero_control,sd__can__p004__zero__p01_style_period__s2026__0dfba8357d,canonical,primary,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,,stable_diffusion_inpainting,p004_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p01_style_period,style_period_context,contextual,content_region,0,71,768,696,480000,0,0.0,0.0,0.0,0.0,unchanged,565,296,5,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p004__zero__p01_style_period__s2026__0dfba8357d__restored_stable_diffusion_inpainting.png,data/processed/masks/p004_zero_control_mask.png,0,71,768,696,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p004_zero_control,p004_zero_control,zero_control,> 127,8,alex,256,0.0626763999753166,0.2491308999888133,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,1,True,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0038__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,6,sd24_0038__content_region__lpips,sd24_0038,sd24_0038,sd__can__p004__zero__p02_artist__s2026__ff4143bbae,38,2026,2026,p004_zero_control,p004_zero_control,sd__can__p004__zero__p02_artist__s2026__ff4143bbae,canonical,primary,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,,stable_diffusion_inpainting,p004_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p02_artist,artist_context,contextual,content_region,0,71,768,696,480000,0,0.0,0.0,0.0,0.0,unchanged,566,297,6,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p004__zero__p02_artist__s2026__ff4143bbae__restored_stable_diffusion_inpainting.png,data/processed/masks/p004_zero_control_mask.png,0,71,768,696,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p004_zero_control,p004_zero_control,zero_control,> 127,8,alex,256,0.0589179999951738,0.2424717000103555,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,2,True,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0039__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,7,sd24_0039__content_region__lpips,sd24_0039,sd24_0039,sd__can__p004__zero__p03_artist_style_p__s2026__8f2a2e17cd,39,2026,2026,p004_zero_control,p004_zero_control,sd__can__p004__zero__p03_artist_style_p__s2026__8f2a2e17cd,canonical,primary,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,,stable_diffusion_inpainting,p004_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p03_artist_style_period,artist_style_period_context,contextual,content_region,0,71,768,696,480000,0,0.0,0.0,0.0,0.0,unchanged,567,298,7,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p004__zero__p03_artist_style_p__s2026__8f2a2e17cd__restored_stable_diffusion_inpainting.png,data/processed/masks/p004_zero_control_mask.png,0,71,768,696,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p004_zero_control,p004_zero_control,zero_control,> 127,8,alex,256,0.059487300022738,0.2367159000132233,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,3,True,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
zero_control_largest_regression__sd24_0040__content_region__lpips,zero_control_largest_regression,Zero-control rows with the largest restoration-side LPIPS regression.,8,sd24_0040__content_region__lpips,sd24_0040,sd24_0040,sd__can__p004__zero__p04_full_context__s2026__12d7c77a63,40,2026,2026,p004_zero_control,p004_zero_control,sd__can__p004__zero__p04_full_context__s2026__12d7c77a63,canonical,primary,p004,portrait_figure,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,,stable_diffusion_inpainting,p004_zero_control,zero_control,True,sd_inpaint_prompt_ablation_v1,p04_full_context,artwork_full_context,contextual,content_region,0,71,768,696,480000,0,0.0,0.0,0.0,0.0,unchanged,568,299,8,data/processed/clean/p004_clean.png,data/processed/masked/p004_zero_control_damaged.png,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p004__zero__p04_full_context__s2026__12d7c77a63__restored_stable_diffusion_inpainting.png,data/processed/masks/p004_zero_control_mask.png,0,71,768,696,notebook22_content_box,False,2,sd_lpips_full_20260808T071919Z,945,2724,p004_zero_control,p004_zero_control,zero_control,> 127,8,alex,256,0.0641912000137381,0.267702899989672,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,4,True,copied_zero_control,cuda,pipeline_default,30,7.5,1.0
