source_case_key,candidate_seed,candidate_id,dataset_name,case_id,painting_id,mask_type,prompt_variant_id,prompt_template_name,prompt_variant_family,prompt_variant_order,prompt,prompt_metadata_fields_used,prompt_metadata_missing_fields,prompt_metadata_missing_count,runtime_seconds,mean_abs_diff,max_abs_diff,validation_passed_bool,restored_path,generic_candidate_id,generic_runtime_seconds,generic_mean_abs_diff,generic_max_abs_diff,generic_validation_passed,generic_restored_path,delta_mean_abs_diff_vs_generic,abs_delta_mean_abs_diff_vs_generic,delta_runtime_seconds_vs_generic
mask_robustness__p001_scratch_thin_variant_05,2026,sd__mrob__p001__scratch_thin__p01_style_period__s2026__8d87a0d6d6,mask_robustness,p001__scratch_thin__variant_05,p001,scratch_thin,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.591313700002502,2.663678204571759,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p001__scratch_thin__p01_style_period__s2026__8d87a0d6d6__restored_stable_diffusion_inpainting.png,sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49,10.628104199990048,2.649568910951968,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49__restored_stable_diffusion_inpainting.png,0.014109293619791075,0.014109293619791075,-1.0367904999875464
mask_robustness__p001_scratch_thin_variant_05,2026,sd__mrob__p001__scratch_thin__p02_artist__s2026__40db718112,mask_robustness,p001__scratch_thin__variant_05,p001,scratch_thin,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Diego Velázquez while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.573289199994178,2.624571058485243,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p001__scratch_thin__p02_artist__s2026__40db718112__restored_stable_diffusion_inpainting.png,sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49,10.628104199990048,2.649568910951968,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49__restored_stable_diffusion_inpainting.png,-0.024997852466725146,0.024997852466725146,-1.0548149999958696
mask_robustness__p001_scratch_thin_variant_05,2026,sd__mrob__p001__scratch_thin__p03_artist_style_p__s2026__d6c34588fc,mask_robustness,p001__scratch_thin__variant_05,p001,scratch_thin,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Diego Velázquez while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.579928099992683,2.6253865559895835,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p001__scratch_thin__p03_artist_style_p__s2026__d6c34588fc__restored_stable_diffusion_inpainting.png,sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49,10.628104199990048,2.649568910951968,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49__restored_stable_diffusion_inpainting.png,-0.024182354962384522,0.024182354962384522,-1.0481760999973648
mask_robustness__p001_scratch_thin_variant_05,2026,sd__mrob__p001__scratch_thin__p04_full_context__s2026__65f57bd911,mask_robustness,p001__scratch_thin__variant_05,p001,scratch_thin,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Juan de Pareja, by Diego Velázquez, categorized as portrait_figure while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.624446400004672,2.6337042914496527,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p001__scratch_thin__p04_full_context__s2026__65f57bd911__restored_stable_diffusion_inpainting.png,sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49,10.628104199990048,2.649568910951968,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p001__scratch_thin__p00_generic__s2026__8c1a516e49__restored_stable_diffusion_inpainting.png,-0.015864619502315325,0.015864619502315325,-1.0036577999853762
mask_robustness__p018_loss_large_variant_05,2026,sd__mrob__p018__loss_large__p01_style_period__s2026__0fb64baf64,mask_robustness,p018__loss_large__variant_05,p018,loss_large,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.43819290000829,12.047332763671877,249.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p018__loss_large__p01_style_period__s2026__0fb64baf64__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a,10.48133609999786,12.072475292064526,250.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a__restored_stable_diffusion_inpainting.png,-0.02514252839264941,0.02514252839264941,-1.0431431999895704
mask_robustness__p018_loss_large_variant_05,2026,sd__mrob__p018__loss_large__p02_artist__s2026__03442662e1,mask_robustness,p018__loss_large__variant_05,p018,loss_large,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.41344350000145,12.002575909649885,243.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p018__loss_large__p02_artist__s2026__03442662e1__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a,10.48133609999786,12.072475292064526,250.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a__restored_stable_diffusion_inpainting.png,-0.06989938241464166,0.06989938241464166,-1.0678925999964104
mask_robustness__p018_loss_large_variant_05,2026,sd__mrob__p018__loss_large__p03_artist_style_p__s2026__27a2926409,mask_robustness,p018__loss_large__variant_05,p018,loss_large,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.356911299997591,11.988303290473093,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p018__loss_large__p03_artist_style_p__s2026__27a2926409__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a,10.48133609999786,12.072475292064526,250.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a__restored_stable_diffusion_inpainting.png,-0.08417200159143334,0.08417200159143334,-1.1244248000002681
mask_robustness__p018_loss_large_variant_05,2026,sd__mrob__p018__loss_large__p04_full_context__s2026__c9a90dcf0f,mask_robustness,p018__loss_large__variant_05,p018,loss_large,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.432342300002349,12.154637654622396,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p018__loss_large__p04_full_context__s2026__c9a90dcf0f__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a,10.48133609999786,12.072475292064526,250.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_large__p00_generic__s2026__383d9a895a__restored_stable_diffusion_inpainting.png,0.08216236255787024,0.08216236255787024,-1.048993799995511
mask_robustness__p018_loss_small_variant_05,2026,sd__mrob__p018__loss_small__p01_style_period__s2026__d93062ce35,mask_robustness,p018__loss_small__variant_05,p018,loss_small,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.410250099987024,5.314412434895833,239.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p018__loss_small__p01_style_period__s2026__d93062ce35__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49,10.437615100003311,5.309900354456018,238.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49__restored_stable_diffusion_inpainting.png,0.004512080439814881,0.004512080439814881,-1.027365000016287
mask_robustness__p018_loss_small_variant_05,2026,sd__mrob__p018__loss_small__p02_artist__s2026__a26eb3b5bd,mask_robustness,p018__loss_small__variant_05,p018,loss_small,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.43211419999716,5.285280015733507,235.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p018__loss_small__p02_artist__s2026__a26eb3b5bd__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49,10.437615100003311,5.309900354456018,238.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49__restored_stable_diffusion_inpainting.png,-0.024620338722511015,0.024620338722511015,-1.005500900006151
mask_robustness__p018_loss_small_variant_05,2026,sd__mrob__p018__loss_small__p03_artist_style_p__s2026__a3d15d38f6,mask_robustness,p018__loss_small__variant_05,p018,loss_small,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.363438100001076,5.291052924262153,236.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p018__loss_small__p03_artist_style_p__s2026__a3d15d38f6__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49,10.437615100003311,5.309900354456018,238.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49__restored_stable_diffusion_inpainting.png,-0.018847430193865478,0.018847430193865478,-1.0741770000022353
mask_robustness__p018_loss_small_variant_05,2026,sd__mrob__p018__loss_small__p04_full_context__s2026__bc5c4b28c2,mask_robustness,p018__loss_small__variant_05,p018,loss_small,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.412491900002353,5.280963473849827,236.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p018__loss_small__p04_full_context__s2026__bc5c4b28c2__restored_stable_diffusion_inpainting.png,sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49,10.437615100003311,5.309900354456018,238.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__loss_small__p00_generic__s2026__57caccbd49__restored_stable_diffusion_inpainting.png,-0.028936880606191373,0.028936880606191373,-1.0251232000009587
mask_robustness__p018_scratch_thin_variant_05,2026,sd__mrob__p018__scratch_thin__p01_style_period__s2026__29f56aa2c9,mask_robustness,p018__scratch_thin__variant_05,p018,scratch_thin,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.439042199999676,1.8000109637225117,247.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p018__scratch_thin__p01_style_period__s2026__29f56aa2c9__restored_stable_diffusion_inpainting.png,sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587,10.479370500004734,1.8218768084490744,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587__restored_stable_diffusion_inpainting.png,-0.021865844726562722,0.021865844726562722,-1.0403283000050578
mask_robustness__p018_scratch_thin_variant_05,2026,sd__mrob__p018__scratch_thin__p02_artist__s2026__95a84579cd,mask_robustness,p018__scratch_thin__variant_05,p018,scratch_thin,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.458033600007184,1.8737759060329864,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p018__scratch_thin__p02_artist__s2026__95a84579cd__restored_stable_diffusion_inpainting.png,sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587,10.479370500004734,1.8218768084490744,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587__restored_stable_diffusion_inpainting.png,0.05189909758391198,0.05189909758391198,-1.02133689999755
mask_robustness__p018_scratch_thin_variant_05,2026,sd__mrob__p018__scratch_thin__p03_artist_style_p__s2026__64cd0187be,mask_robustness,p018__scratch_thin__variant_05,p018,scratch_thin,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.419938999999433,1.8433770073784723,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p018__scratch_thin__p03_artist_style_p__s2026__64cd0187be__restored_stable_diffusion_inpainting.png,sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587,10.479370500004734,1.8218768084490744,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587__restored_stable_diffusion_inpainting.png,0.021500198929397918,0.021500198929397918,-1.0594315000053012
mask_robustness__p018_scratch_thin_variant_05,2026,sd__mrob__p018__scratch_thin__p04_full_context__s2026__f41596b601,mask_robustness,p018__scratch_thin__variant_05,p018,scratch_thin,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.404025700001512,1.860042995876736,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p018__scratch_thin__p04_full_context__s2026__f41596b601__restored_stable_diffusion_inpainting.png,sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587,10.479370500004734,1.8218768084490744,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p018__scratch_thin__p00_generic__s2026__adc4a12587__restored_stable_diffusion_inpainting.png,0.038166187427661535,0.038166187427661535,-1.0753448000032222
mask_robustness__p026_loss_large_variant_05,2026,sd__mrob__p026__loss_large__p01_style_period__s2026__5670db87ca,mask_robustness,p026__loss_large__variant_05,p026,loss_large,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.322813200007658,13.886322586624711,251.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p026__loss_large__p01_style_period__s2026__5670db87ca__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9,10.3818414999987,13.961134168836804,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9__restored_stable_diffusion_inpainting.png,-0.07481158221209228,0.07481158221209228,-1.0590282999910414
mask_robustness__p026_loss_large_variant_05,2026,sd__mrob__p026__loss_large__p02_artist__s2026__1cdabf16bb,mask_robustness,p026__loss_large__variant_05,p026,loss_large,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.319135199999437,13.702187997323495,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p026__loss_large__p02_artist__s2026__1cdabf16bb__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9,10.3818414999987,13.961134168836804,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9__restored_stable_diffusion_inpainting.png,-0.25894617151330834,0.25894617151330834,-1.0627062999992631
mask_robustness__p026_loss_large_variant_05,2026,sd__mrob__p026__loss_large__p03_artist_style_p__s2026__2d2183777d,mask_robustness,p026__loss_large__variant_05,p026,loss_large,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.31379410000227,13.728830408166957,245.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p026__loss_large__p03_artist_style_p__s2026__2d2183777d__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9,10.3818414999987,13.961134168836804,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9__restored_stable_diffusion_inpainting.png,-0.23230376066984704,0.23230376066984704,-1.0680473999964306
mask_robustness__p026_loss_large_variant_05,2026,sd__mrob__p026__loss_large__p04_full_context__s2026__7eb5b81b16,mask_robustness,p026__loss_large__variant_05,p026,loss_large,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled View of a Village along a River, by attributed to Jan Brueghel I, categorized as architecture_structured while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.312734499995711,13.324869791666666,247.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p026__loss_large__p04_full_context__s2026__7eb5b81b16__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9,10.3818414999987,13.961134168836804,248.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_large__p00_generic__s2026__f3e4b07eb9__restored_stable_diffusion_inpainting.png,-0.6362643771701375,0.6362643771701375,-1.0691070000029885
mask_robustness__p026_loss_small_variant_05,2026,sd__mrob__p026__loss_small__p01_style_period__s2026__29496c5798,mask_robustness,p026__loss_small__variant_05,p026,loss_small,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.341524400006165,4.808883101851852,238.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p026__loss_small__p01_style_period__s2026__29496c5798__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6,10.356744800010349,4.788612648292824,241.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6__restored_stable_diffusion_inpainting.png,0.02027045355902768,0.02027045355902768,-1.0152204000041838
mask_robustness__p026_loss_small_variant_05,2026,sd__mrob__p026__loss_small__p02_artist__s2026__e6fd1c00ea,mask_robustness,p026__loss_small__variant_05,p026,loss_small,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.318989599996712,4.562810827184607,241.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p026__loss_small__p02_artist__s2026__e6fd1c00ea__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6,10.356744800010349,4.788612648292824,241.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6__restored_stable_diffusion_inpainting.png,-0.22580182110821756,0.22580182110821756,-1.0377552000136365
mask_robustness__p026_loss_small_variant_05,2026,sd__mrob__p026__loss_small__p03_artist_style_p__s2026__11ab159bf8,mask_robustness,p026__loss_small__variant_05,p026,loss_small,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.307218600006308,4.608662923177083,243.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p026__loss_small__p03_artist_style_p__s2026__11ab159bf8__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6,10.356744800010349,4.788612648292824,241.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6__restored_stable_diffusion_inpainting.png,-0.17994972511574137,0.17994972511574137,-1.0495262000040402
mask_robustness__p026_loss_small_variant_05,2026,sd__mrob__p026__loss_small__p04_full_context__s2026__abd6c864c8,mask_robustness,p026__loss_small__variant_05,p026,loss_small,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled View of a Village along a River, by attributed to Jan Brueghel I, categorized as architecture_structured while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.367359900003066,4.682257193106192,254.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p026__loss_small__p04_full_context__s2026__abd6c864c8__restored_stable_diffusion_inpainting.png,sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6,10.356744800010349,4.788612648292824,241.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__loss_small__p00_generic__s2026__23819ef4b6__restored_stable_diffusion_inpainting.png,-0.10635545518663214,0.10635545518663214,-0.9893849000072823
mask_robustness__p026_scratch_thin_variant_05,2026,sd__mrob__p026__scratch_thin__p01_style_period__s2026__3160ee759f,mask_robustness,p026__scratch_thin__variant_05,p026,scratch_thin,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.332798999996156,1.918373390480324,236.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p026__scratch_thin__p01_style_period__s2026__3160ee759f__restored_stable_diffusion_inpainting.png,sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a,10.3443363999977,1.9197172941984957,232.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a__restored_stable_diffusion_inpainting.png,-0.001343903718171724,0.001343903718171724,-1.0115374000015436
mask_robustness__p026_scratch_thin_variant_05,2026,sd__mrob__p026__scratch_thin__p02_artist__s2026__de2be0d1da,mask_robustness,p026__scratch_thin__variant_05,p026,scratch_thin,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.329650899991975,1.918781421802662,237.0,True,data/processed/restored/stable_diffusion/mask_robustness/p02_artist/sd__mrob__p026__scratch_thin__p02_artist__s2026__de2be0d1da__restored_stable_diffusion_inpainting.png,sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a,10.3443363999977,1.9197172941984957,232.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a__restored_stable_diffusion_inpainting.png,-0.0009358723958337034,0.0009358723958337034,-1.014685500005724
mask_robustness__p026_scratch_thin_variant_05,2026,sd__mrob__p026__scratch_thin__p03_artist_style_p__s2026__129143d9b5,mask_robustness,p026__scratch_thin__variant_05,p026,scratch_thin,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by attributed to Jan Brueghel I while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.327254300005734,1.9162592004846644,237.0,True,data/processed/restored/stable_diffusion/mask_robustness/p03_artist_style_period/sd__mrob__p026__scratch_thin__p03_artist_style_p__s2026__129143d9b5__restored_stable_diffusion_inpainting.png,sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a,10.3443363999977,1.9197172941984957,232.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a__restored_stable_diffusion_inpainting.png,-0.003458093713831323,0.003458093713831323,-1.0170820999919652
mask_robustness__p026_scratch_thin_variant_05,2026,sd__mrob__p026__scratch_thin__p04_full_context__s2026__b77c5152d4,mask_robustness,p026__scratch_thin__variant_05,p026,scratch_thin,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled View of a Village along a River, by attributed to Jan Brueghel I, categorized as architecture_structured while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.30564449999656,1.913497359664352,231.0,True,data/processed/restored/stable_diffusion/mask_robustness/p04_full_context/sd__mrob__p026__scratch_thin__p04_full_context__s2026__b77c5152d4__restored_stable_diffusion_inpainting.png,sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a,10.3443363999977,1.9197172941984957,232.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p026__scratch_thin__p00_generic__s2026__a75346704a__restored_stable_diffusion_inpainting.png,-0.006219934534143601,0.006219934534143601,-1.0386919000011385
mask_robustness__p039_loss_large_variant_05,2026,sd__mrob__p039__loss_large__p01_style_period__s2026__9e439618f2,mask_robustness,p039__loss_large__variant_05,p039,loss_large,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.396211200000836,9.94115702311198,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p01_style_period/sd__mrob__p039__loss_large__p01_style_period__s2026__9e439618f2__restored_stable_diffusion_inpainting.png,sd__mrob__p039__loss_large__p00_generic__s2026__b9d3be87df,10.40755080000963,9.836876763237846,255.0,True,data/processed/restored/stable_diffusion/mask_robustness/p00_generic/sd__mrob__p039__loss_large__p00_generic__s2026__b9d3be87df__restored_stable_diffusion_inpainting.png,0.10428025987413392,0.10428025987413392,-1.0113396000087942
