table_row_id,table_id,table_order,section_id,row_order,row_key,row_label,values_json,scope,denominator,independent_unit,source_notebook_ids_json,source_paths_json,source_row_ids_json,applicability_status,interpretation,schema_version,status,issue
thesis_7c9e45867922b43717c122f6,t08_synthetic_degradation,8,synthetic-degradation,14,feature_dino_crop__lama,feature_dino_crop — lama,"{""ci_lower"": -0.3344658959305712, ""ci_upper"": -0.2904947505997759, ""directional_utility"": -0.3128808309776442, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_dcb9a2870659650e348b""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_a79546d8f4be20d8d1132c9e,t08_synthetic_degradation,8,synthetic-degradation,15,feature_dino_crop__opencv_telea,feature_dino_crop — opencv_telea,"{""ci_lower"": -0.547843620020364, ""ci_upper"": -0.5170484853265142, ""directional_utility"": -0.5322023121826351, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_0010ad19f95daee0b581""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_7ae1e95e1d9bb02b370f6592,t08_synthetic_degradation,8,synthetic-degradation,16,feature_dino_crop__stable_diffusion_inpainting,feature_dino_crop — stable_diffusion_inpainting,"{""ci_lower"": -0.2432342067062854, ""ci_upper"": -0.2007042047423975, ""directional_utility"": -0.2218040499516895, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_7e0a1b0a726ed54dbf78""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_f85448f7c50ab09097a9663c,t08_synthetic_degradation,8,synthetic-degradation,17,perceptual_crop_lpips__hint_places2,perceptual_crop_lpips — hint_places2,"{""ci_lower"": -0.3414589369735433, ""ci_upper"": -0.3188845383553793, ""directional_utility"": -0.3307497469341095, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_c1cb86d0548a45635e59""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_b6f799f4a0e26d931b4d311d,t08_synthetic_degradation,8,synthetic-degradation,18,perceptual_crop_lpips__lama,perceptual_crop_lpips — lama,"{""ci_lower"": -0.2773861824244926, ""ci_upper"": -0.2441979474033136, ""directional_utility"": -0.2611253869999511, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_039f7ece6917f64a96b9""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_e4ab04b2b6f6d2b86e1c62fb,t08_synthetic_degradation,8,synthetic-degradation,19,perceptual_crop_lpips__opencv_telea,perceptual_crop_lpips — opencv_telea,"{""ci_lower"": -0.3673562777366795, ""ci_upper"": -0.3478271712559089, ""directional_utility"": -0.3577607971872098, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_7a236758fe8e8ba62e26""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_18ba5c4e85a97face27a72eb,t08_synthetic_degradation,8,synthetic-degradation,20,perceptual_crop_lpips__stable_diffusion_inpainting,perceptual_crop_lpips — stable_diffusion_inpainting,"{""ci_lower"": -0.3130692586912315, ""ci_upper"": -0.2846562197655199, ""directional_utility"": -0.2991095597569386, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_c65a802916b2690b5520""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_779be78652c48b897a713950,t08_synthetic_degradation,8,synthetic-degradation,21,seam_boundary_gradient__hint_places2,seam_boundary_gradient — hint_places2,"{""ci_lower"": -0.0083226870324206, ""ci_upper"": -0.0071208654792024, ""directional_utility"": -0.0077199315324241, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_6e935140c6dca58c0662""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_bf54c2ee691e57fc7a7beae8,t08_synthetic_degradation,8,synthetic-degradation,22,seam_boundary_gradient__lama,seam_boundary_gradient — lama,"{""ci_lower"": -0.005458045557102, ""ci_upper"": -0.0041466466757338, ""directional_utility"": -0.0047411117278254, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_7a6b8bc957978061ed8b""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_4b7700b911f7609d51e9b600,t08_synthetic_degradation,8,synthetic-degradation,23,seam_boundary_gradient__opencv_telea,seam_boundary_gradient — opencv_telea,"{""ci_lower"": -0.0070853339240728, ""ci_upper"": -0.0054212850057405, ""directional_utility"": -0.0062198272887566, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_2449471d62d310dbe23b""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_1132a4f3dba6dfbf3a5e5a72,t08_synthetic_degradation,8,synthetic-degradation,24,seam_boundary_gradient__stable_diffusion_inpainting,seam_boundary_gradient — stable_diffusion_inpainting,"{""ci_lower"": -0.0199349899109662, ""ci_upper"": -0.0168571599468171, ""directional_utility"": -0.0183584554734189, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_25ae7ad566c69971a389""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_c052bfcf9bd00ec9556a1e61,t08_synthetic_degradation,8,synthetic-degradation,25,semantic_local_dino__hint_places2,semantic_local_dino — hint_places2,"{""ci_lower"": -0.4400452528058655, ""ci_upper"": -0.4091604514016107, ""directional_utility"": -0.4248026461279525, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_45418eb070b2db0fdb12""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_4ebe90582a425a7885e1e336,t08_synthetic_degradation,8,synthetic-degradation,26,semantic_local_dino__lama,semantic_local_dino — lama,"{""ci_lower"": -0.332385368886683, ""ci_upper"": -0.2993945727140027, ""directional_utility"": -0.3159478410587115, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_7eb303199791ade2a95a""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_23bee63f3ca8138573e426ac,t08_synthetic_degradation,8,synthetic-degradation,27,semantic_local_dino__opencv_telea,semantic_local_dino — opencv_telea,"{""ci_lower"": -0.5162569315643745, ""ci_upper"": -0.4932818670449017, ""directional_utility"": -0.5047954289664507, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_be3cc8163ee40f076440""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_534da1b6c6e81b43c3550d6c,t08_synthetic_degradation,8,synthetic-degradation,28,semantic_local_dino__stable_diffusion_inpainting,semantic_local_dino — stable_diffusion_inpainting,"{""ci_lower"": -0.342730231144056, ""ci_upper"": -0.313719915911278, ""directional_utility"": -0.3282571177147064, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_46c1ede52c3fff8f321c""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_548604f23e4c1a884a9c547d,t08_synthetic_degradation,8,synthetic-degradation,29,spatial_masked_error__hint_places2,spatial_masked_error — hint_places2,"{""ci_lower"": -21.7651801361662, ""ci_upper"": -17.93930377776246, ""directional_utility"": -19.768367194703327, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_ef01c578e79b9c05ef41""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_25edd8237967a9c4851d66d0,t08_synthetic_degradation,8,synthetic-degradation,30,spatial_masked_error__lama,spatial_masked_error — lama,"{""ci_lower"": -12.647689597040452, ""ci_upper"": -8.251861875339726, ""directional_utility"": -10.421795728357887, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_50751c29e8490d14c672""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_e7ce9756c1714a87114f3ee4,t08_synthetic_degradation,8,synthetic-degradation,31,spatial_masked_error__opencv_telea,spatial_masked_error — opencv_telea,"{""ci_lower"": -17.411095677914474, ""ci_upper"": -12.744815958599396, ""directional_utility"": -14.982862931210422, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_3bfe5c63405d3ae38222""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_0e2a1553a43cc41a3c676838,t08_synthetic_degradation,8,synthetic-degradation,32,spatial_masked_error__stable_diffusion_inpainting,spatial_masked_error — stable_diffusion_inpainting,"{""ci_lower"": -34.195065672445665, ""ci_upper"": -28.321347423866715, ""directional_utility"": -31.21065902500694, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_4e248f01e8b37c38d771""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_2267e4bc6821d1ee6eb77e06,t08_synthetic_degradation,8,synthetic-degradation,33,structural_affinity_correlation__hint_places2,structural_affinity_correlation — hint_places2,"{""ci_lower"": -0.3549575730204908, ""ci_upper"": -0.2829665568528735, ""directional_utility"": -0.3187155165902519, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_d3674eb8fd6d81eeb210""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_fc093c33365234e71ff1c241,t08_synthetic_degradation,8,synthetic-degradation,34,structural_affinity_correlation__lama,structural_affinity_correlation — lama,"{""ci_lower"": -0.1886141353121082, ""ci_upper"": -0.1499841454507178, ""directional_utility"": -0.1686556511437721, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_b92445156406d7c1a459""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_2aa97f6f88ece60ca0fe3afe,t08_synthetic_degradation,8,synthetic-degradation,35,structural_affinity_correlation__opencv_telea,structural_affinity_correlation — opencv_telea,"{""ci_lower"": -0.5015062602678325, ""ci_upper"": -0.4280290886353367, ""directional_utility"": -0.4644120561370158, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_ef66188a72190c8c3fbd""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_f3848700636906be225ae8b5,t08_synthetic_degradation,8,synthetic-degradation,36,structural_affinity_correlation__stable_diffusion_inpainting,structural_affinity_correlation — stable_diffusion_inpainting,"{""ci_lower"": -0.2796481209758266, ""ci_upper"": -0.22310639251771, ""directional_utility"": -0.2506971485982141, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_657daf0f72f55e58c591""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_83247582fa0bb72a7713f7f4,t08_synthetic_degradation,8,synthetic-degradation,37,structural_crop_ssim__hint_places2,structural_crop_ssim — hint_places2,"{""ci_lower"": -0.3462676302135619, ""ci_upper"": -0.3225556847516555, ""directional_utility"": -0.3347242658990594, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_90941ad8c3f1495b380a""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_3db6a14c84cbbf3b29976aaf,t08_synthetic_degradation,8,synthetic-degradation,38,structural_crop_ssim__lama,structural_crop_ssim — lama,"{""ci_lower"": -0.2639572241726911, ""ci_upper"": -0.223135487192671, ""directional_utility"": -0.2430589285459422, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_6b334d29fc76729ee854""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_64f85398f8d1402f101c6398,t08_synthetic_degradation,8,synthetic-degradation,39,structural_crop_ssim__opencv_telea,structural_crop_ssim — opencv_telea,"{""ci_lower"": -0.2511631921869648, ""ci_upper"": -0.2147305095589177, ""directional_utility"": -0.2327580514726028, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_a0ea0d3f203af9f4f788""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_c0f2abd99e1c107e1823222b,t08_synthetic_degradation,8,synthetic-degradation,40,structural_crop_ssim__stable_diffusion_inpainting,structural_crop_ssim — stable_diffusion_inpainting,"{""ci_lower"": -0.3156530642486433, ""ci_upper"": -0.2810942384871959, ""directional_utility"": -0.2983533161129902, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_5f0db152941b82374e12""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_7898da448d1247cf16e70e72,t08_synthetic_degradation,8,synthetic-degradation,41,texture_crop_p95__hint_places2,texture_crop_p95 — hint_places2,"{""ci_lower"": -2.747340750508988, ""ci_upper"": -1.8756980773856904, ""directional_utility"": -2.2747779376373205, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_92bca9f1e21a069c2505""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_85820451ca397cc8b6ec777a,t08_synthetic_degradation,8,synthetic-degradation,42,texture_crop_p95__lama,texture_crop_p95 — lama,"{""ci_lower"": -0.532417088837535, ""ci_upper"": -0.432800048892647, ""directional_utility"": -0.4792081339546675, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_25ace300ba638a68e129""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_d6d021d74e28b2c8b0d74246,t08_synthetic_degradation,8,synthetic-degradation,43,texture_crop_p95__opencv_telea,texture_crop_p95 — opencv_telea,"{""ci_lower"": -0.720962326022581, ""ci_upper"": -0.522086318967932, ""directional_utility"": -0.5953863812764962, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_702b126ce2a445df4adf""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_18a9a52fad8cfeef3acdc661,t08_synthetic_degradation,8,synthetic-degradation,44,texture_crop_p95__stable_diffusion_inpainting,texture_crop_p95 — stable_diffusion_inpainting,"{""ci_lower"": -2.7474620219235537, ""ci_upper"": -2.0500719182331326, ""directional_utility"": -2.3948485983917345, ""estimate_name"": ""mean_directional_utility"", ""n_cases"": 350, ""n_paintings"": 35}",thirty_five_painting_synthetic_degradation_extension,350 cases; 35 paintings,painting,"[""25""]","[""outputs/25_synthetic_degradation_analysis/metrics/degradation_analysis.csv""]","[""n25_93f9ad7328fcb769ef75""]",applicable,Directional utility summarizes the tested extension only; painting and category effects are not separable.,thesis_tables.v1,ok,
thesis_a5d734c42d0d1f19f81d5b65,t09_uncertainty,9,diffusion-uncertainty,1,canonical_uncertainty,canonical_uncertainty,"{""estimate"": 780.0, ""interpretation_status"": ""Prompt-specific repeated-seed groups"", ""result_kind"": ""evidence_availability""}",uncertainty_applicability,one explicit evidence-availability record,evidence_record,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_4745ab80c115fbea7e5b57dd""]",supported,Uncertainty is reported only for completed repeated-seed populations and is not calibrated confidence.,thesis_tables.v1,ok,
thesis_45bce0902cb28b3a321e4151,t09_uncertainty,9,diffusion-uncertainty,2,damage_size_uncertainty,damage_size_uncertainty,"{""estimate"": 245.0, ""interpretation_status"": ""Repeated-seed groups"", ""result_kind"": ""evidence_availability""}",uncertainty_applicability,one explicit evidence-availability record,evidence_record,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_ef4e37f0fcd102f7bc98df02""]",supported,Uncertainty is reported only for completed repeated-seed populations and is not calibrated confidence.,thesis_tables.v1,ok,
thesis_fad2addbce62e2ada45dc608,t09_uncertainty,9,diffusion-uncertainty,3,mask_robustness_uncertainty,mask_robustness_uncertainty,"{""estimate"": 0.0, ""interpretation_status"": ""Input robustness, not repeated-seed uncertainty"", ""result_kind"": ""applicability_audit""}",uncertainty_applicability,one explicit evidence-availability record,evidence_record,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_1b918d8fbe242a0172a678b8""]",not_applicable,Uncertainty is reported only for completed repeated-seed populations and is not calibrated confidence.,thesis_tables.v1,ok,
thesis_42e8fd6508b8d7f429b1039e,t09_uncertainty,9,diffusion-uncertainty,4,synthetic_degradation_uncertainty,synthetic_degradation_uncertainty,"{""estimate"": 0.0, ""interpretation_status"": ""No repeated-seed population"", ""result_kind"": ""applicability_audit""}",uncertainty_applicability,one explicit evidence-availability record,evidence_record,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_5e982b1fa2791016d397caa3""]",not_applicable,Uncertainty is reported only for completed repeated-seed populations and is not calibrated confidence.,thesis_tables.v1,ok,
thesis_32e8a6444509100a280dce27,t09_uncertainty,9,diffusion-uncertainty,5,damage_size__pairwise_rgb_mae,Damage-size pairwise_rgb_mae,"{""median"": 0.020895317196846, ""observation_count"": 8820, ""q25"": 0.003455787140410325, ""q75"": 0.054909053258597774, ""uncertainty_group_count"": 245}",damage_size_repeated_seed_groups,245 groups; 8820 scalar observations,uncertainty group,"[""22""]","[""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv""]","[""all_rows:metric_name=pairwise_rgb_mae""]",supported,"This is empirical repeated-seed variability, not correctness or calibrated confidence.",thesis_tables.v1,ok,
thesis_9abeda97b47af66e61b521b3,t09_uncertainty,9,diffusion-uncertainty,6,damage_size__pairwise_lpips_distance,Damage-size pairwise_lpips_distance,"{""median"": 0.15819445997476575, ""observation_count"": 2940, ""q25"": 0.052295375615358276, ""q75"": 0.30527185648679733, ""uncertainty_group_count"": 245}",damage_size_repeated_seed_groups,245 groups; 2940 scalar observations,uncertainty group,"[""22""]","[""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv""]","[""all_rows:metric_name=pairwise_lpips_distance""]",supported,"This is empirical repeated-seed variability, not correctness or calibrated confidence.",thesis_tables.v1,ok,
thesis_d04a472908bbd2f4c378c019,t09_uncertainty,9,diffusion-uncertainty,7,damage_size__pairwise_clip_cosine_distance,Damage-size pairwise_clip_cosine_distance,"{""median"": 0.037182810138631395, ""observation_count"": 2940, ""q25"": 0.014372915029525675, ""q75"": 0.07071737945079798, ""uncertainty_group_count"": 245}",damage_size_repeated_seed_groups,245 groups; 2940 scalar observations,uncertainty group,"[""22""]","[""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv""]","[""all_rows:metric_name=pairwise_clip_cosine_distance""]",supported,"This is empirical repeated-seed variability, not correctness or calibrated confidence.",thesis_tables.v1,ok,
thesis_d236afe8706ef2b79b542461,t09_uncertainty,9,diffusion-uncertainty,8,damage_size__pairwise_dinov2_cosine_distance,Damage-size pairwise_dinov2_cosine_distance,"{""median"": 0.13167837262153625, ""observation_count"": 2940, ""q25"": 0.04815836322504995, ""q75"": 0.22721311450004578, ""uncertainty_group_count"": 245}",damage_size_repeated_seed_groups,245 groups; 2940 scalar observations,uncertainty group,"[""22""]","[""outputs/22_damage_size_diffusion_uncertainty_extension/metrics/damage_size_uncertainty.csv""]","[""all_rows:metric_name=pairwise_dinov2_cosine_distance""]",supported,"This is empirical repeated-seed variability, not correctness or calibrated confidence.",thesis_tables.v1,ok,
thesis_a2bb773f01873877b633ca21,t10_grouped_statistics,10,grouped-statistics,1,omnibus__boundary_gradient_mismatch__boundary_ring,Omnibus model difference — boundary_gradient_mismatch,"{""effect_size"": 0.8188888888888889, ""effect_size_name"": ""kendalls_w"", ""n_paintings"": 300.0, ""p_value"": 1.98950622696269e-159, ""q_value"": 1.5801997448655416e-158, ""test_method"": ""friedman"", ""test_statistic"": 737.0}",all_nonzero_primary_core,300 paintings,painting,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_914c3ce86e2f86e9437788d2""]",supported,The omnibus result tests model differences for this metric; it does not identify historical correctness.,thesis_tables.v1,ok,
thesis_0e3e5f1ec00a7b1cb85042f2,t10_grouped_statistics,10,grouped-statistics,2,omnibus__clip_cosine_similarity__mask_bbox_crop,Omnibus model difference — clip_cosine_similarity,"{""effect_size"": 0.6923244444444451, ""effect_size_name"": ""kendalls_w"", ""n_paintings"": 300.0, ""p_value"": 9.935799495982129e-135, ""q_value"": 9.935799495982129e-135, ""test_method"": ""friedman"", ""test_statistic"": 623.0920000000006}",all_nonzero_primary_core,300 paintings,painting,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_83ff4903f368e4c9916d7b40""]",supported,The omnibus result tests model differences for this metric; it does not identify historical correctness.,thesis_tables.v1,ok,
thesis_f3c4e2012a0a9787c1b73a52,t10_grouped_statistics,10,grouped-statistics,3,omnibus__delta_e_ciede2000_mean__masked_region,Omnibus model difference — delta_e_ciede2000_mean,"{""effect_size"": 0.7742399999999998, ""effect_size_name"": ""kendalls_w"", ""n_paintings"": 300.0, ""p_value"": 1.0290801167818907e-150, ""q_value"": 1.8866468807667998e-150, ""test_method"": ""friedman"", ""test_statistic"": 696.8159999999998}",all_nonzero_primary_core,300 paintings,painting,"[""26""]","[""outputs/26_grouped_and_statistical_analysis/metrics/statistical_results.csv""]","[""stat_3d054a195b4b26cfcfb8d3ab""]",supported,The omnibus result tests model differences for this metric; it does not identify historical correctness.,thesis_tables.v1,ok,
