result_id,scenario_id,scenario_family,result_kind,analysis_scope,scope_value,entity_type,entity_id,model_id,flag_id,baseline_value,scenario_value,absolute_change,relative_change,baseline_rank,scenario_rank,rank_change,baseline_winner_id,scenario_winner_id,winner_retained,kendalls_tau,spearman_rho,baseline_triggered_count,scenario_triggered_count,changed_count,changed_fraction,insufficient_evidence_count,available_family_count,available_anchor_count,n_paintings,n_cases,n_candidates,independent_unit,applicability_status,interpretation_status,schema_version,status,issue
ablation_e26c8c7c6fbfa8c141b3,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p173__loss_large__size_15pct,case,damage_size__p173__loss_large__size_15pct,,,,,,,505.0,518.0,13.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_af8da87ee359c03c185f,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p173__loss_large__size_20pct,case,damage_size__p173__loss_large__size_20pct,,,,,,,478.0,488.0,10.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f0f01f8bb77309d211f0,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_02pct,case,damage_size__p178__loss_large__size_02pct,,,,,,,1604.0,1432.0,-172.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_25b872f52e57d2c08b3e,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_04pct,case,damage_size__p178__loss_large__size_04pct,,,,,,,1438.0,1253.0,-185.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_b298fcacc243419a7d2b,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_06pct,case,damage_size__p178__loss_large__size_06pct,,,,,,,1435.0,1263.0,-172.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_749ae6306a2380dce043,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_08pct,case,damage_size__p178__loss_large__size_08pct,,,,,,,1167.0,1088.0,-79.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c261fee58817f7f92890,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_10pct,case,damage_size__p178__loss_large__size_10pct,,,,,,,1111.0,1079.0,-32.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_12fe8e4b4b11979156b4,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_15pct,case,damage_size__p178__loss_large__size_15pct,,,,,,,752.0,725.0,-27.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_91d0eed191a8c81cee04,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p178__loss_large__size_20pct,case,damage_size__p178__loss_large__size_20pct,,,,,,,568.0,478.0,-90.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_550260c1239c8bb94c13,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_02pct,case,damage_size__p181__loss_large__size_02pct,,,,,,,1217.0,1158.0,-59.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_43a81ff9f34ec39a3721,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_04pct,case,damage_size__p181__loss_large__size_04pct,,,,,,,1047.0,1023.0,-24.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_916f1fc453c5dc3226a0,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_06pct,case,damage_size__p181__loss_large__size_06pct,,,,,,,940.0,931.0,-9.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_75760ea8d7c9c3175630,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_08pct,case,damage_size__p181__loss_large__size_08pct,,,,,,,907.0,887.0,-20.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_ec23b3c6bf9ab9258fba,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_10pct,case,damage_size__p181__loss_large__size_10pct,,,,,,,862.0,872.0,10.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_ffd2a09c8ff5dff4eb1c,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_15pct,case,damage_size__p181__loss_large__size_15pct,,,,,,,670.0,672.0,2.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_010ac08743cb8ad44c4e,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p181__loss_large__size_20pct,case,damage_size__p181__loss_large__size_20pct,,,,,,,333.0,348.0,15.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1519736a4675bbeb81a1,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_02pct,case,damage_size__p198__loss_large__size_02pct,,,,,,,1285.0,1171.0,-114.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_0ae8cfcd727400dafbf9,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_04pct,case,damage_size__p198__loss_large__size_04pct,,,,,,,994.0,937.0,-57.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f585f458ebd226d30418,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_06pct,case,damage_size__p198__loss_large__size_06pct,,,,,,,1075.0,980.0,-95.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_a9c796aa39162b6ba1a8,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_08pct,case,damage_size__p198__loss_large__size_08pct,,,,,,,1012.0,943.0,-69.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c8b9669a61a333a1367a,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_10pct,case,damage_size__p198__loss_large__size_10pct,,,,,,,1040.0,954.0,-86.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c392e2e1c7c6ee6413ef,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_15pct,case,damage_size__p198__loss_large__size_15pct,,,,,,,874.0,837.0,-37.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7bf2f710d1e8656874db,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p198__loss_large__size_20pct,case,damage_size__p198__loss_large__size_20pct,,,,,,,824.0,761.0,-63.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_4e743e4e9a4338901b20,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_02pct,case,damage_size__p199__loss_large__size_02pct,,,,,,,1043.0,1034.0,-9.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_0b4097aa0fccecdc0c94,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_04pct,case,damage_size__p199__loss_large__size_04pct,,,,,,,1034.0,992.0,-42.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1937394aefcba8cd7ae1,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_06pct,case,damage_size__p199__loss_large__size_06pct,,,,,,,902.0,884.0,-18.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_042f6807e56dafe60ce9,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_08pct,case,damage_size__p199__loss_large__size_08pct,,,,,,,776.0,794.0,18.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_ecdcae85f36db85dc8c9,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_10pct,case,damage_size__p199__loss_large__size_10pct,,,,,,,704.0,701.0,-3.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_4f77676716fb2bcd3944,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_15pct,case,damage_size__p199__loss_large__size_15pct,,,,,,,590.0,611.0,21.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1b5303f385b3082303f3,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p199__loss_large__size_20pct,case,damage_size__p199__loss_large__size_20pct,,,,,,,484.0,473.0,-11.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_22078240bc6e2e15d7fd,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_02pct,case,damage_size__p208__loss_large__size_02pct,,,,,,,804.0,807.0,3.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_20395b5879b5be947da1,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_04pct,case,damage_size__p208__loss_large__size_04pct,,,,,,,691.0,680.0,-11.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_d6a40036bb99d81115e4,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_06pct,case,damage_size__p208__loss_large__size_06pct,,,,,,,617.0,577.0,-40.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_e189f8ff0a774e2e2341,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_08pct,case,damage_size__p208__loss_large__size_08pct,,,,,,,501.0,468.0,-33.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3ed746d2821f2fca7178,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_10pct,case,damage_size__p208__loss_large__size_10pct,,,,,,,529.0,496.0,-33.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_2590623fe2b067830817,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_15pct,case,damage_size__p208__loss_large__size_15pct,,,,,,,394.0,369.0,-25.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_305afd0055afb7e3cc37,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p208__loss_large__size_20pct,case,damage_size__p208__loss_large__size_20pct,,,,,,,462.0,445.0,-17.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c8060424483e2a99b896,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_02pct,case,damage_size__p210__loss_large__size_02pct,,,,,,,1050.0,1027.0,-23.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_fe11b73547d0999bf2ba,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_04pct,case,damage_size__p210__loss_large__size_04pct,,,,,,,1070.0,989.0,-81.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_4efcb1c66f985ebcf3f5,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_06pct,case,damage_size__p210__loss_large__size_06pct,,,,,,,1045.0,966.0,-79.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_eee7577ddc580ecef538,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_08pct,case,damage_size__p210__loss_large__size_08pct,,,,,,,948.0,897.0,-51.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7b1baca85c123b0ac294,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_10pct,case,damage_size__p210__loss_large__size_10pct,,,,,,,911.0,864.0,-47.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c0e432a9056ab40d6488,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_15pct,case,damage_size__p210__loss_large__size_15pct,,,,,,,769.0,720.0,-49.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_41b23b14498049692a80,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p210__loss_large__size_20pct,case,damage_size__p210__loss_large__size_20pct,,,,,,,736.0,667.0,-69.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_8cc37a4c37cb4f800070,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_02pct,case,damage_size__p220__loss_large__size_02pct,,,,,,,1176.0,1106.0,-70.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_b6511477157e27df1b84,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_04pct,case,damage_size__p220__loss_large__size_04pct,,,,,,,1052.0,1005.0,-47.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_9f6a68bf245aa30a6234,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_06pct,case,damage_size__p220__loss_large__size_06pct,,,,,,,918.0,910.0,-8.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_2145021681f6c0de7bf8,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_08pct,case,damage_size__p220__loss_large__size_08pct,,,,,,,731.0,756.0,25.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_78ca614aef7280d3c5e7,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_10pct,case,damage_size__p220__loss_large__size_10pct,,,,,,,611.0,591.0,-20.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_6ab6cc81a5156affefcd,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_15pct,case,damage_size__p220__loss_large__size_15pct,,,,,,,512.0,456.0,-56.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_83a2b04d70560756a5fa,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p220__loss_large__size_20pct,case,damage_size__p220__loss_large__size_20pct,,,,,,,161.0,119.0,-42.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f33307b87372548c5ff6,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_02pct,case,damage_size__p223__loss_large__size_02pct,,,,,,,855.0,914.0,59.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_003fa09366b2748fe154,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_04pct,case,damage_size__p223__loss_large__size_04pct,,,,,,,395.0,479.0,84.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_4a342e634236e4aec5d2,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_06pct,case,damage_size__p223__loss_large__size_06pct,,,,,,,193.0,243.0,50.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1a606c8afd6f1b80e920,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_08pct,case,damage_size__p223__loss_large__size_08pct,,,,,,,271.0,303.0,32.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f0d8871c1ee85ef30fa7,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_10pct,case,damage_size__p223__loss_large__size_10pct,,,,,,,126.0,155.0,29.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_e49771654b9663bd42a4,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_15pct,case,damage_size__p223__loss_large__size_15pct,,,,,,,131.0,168.0,37.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3d23938a06e6ae69a79e,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p223__loss_large__size_20pct,case,damage_size__p223__loss_large__size_20pct,,,,,,,116.0,146.0,30.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_fe00d5d02789357ecb72,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_02pct,case,damage_size__p235__loss_large__size_02pct,,,,,,,510.0,620.0,110.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_abe4ac1f863e8272498b,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_04pct,case,damage_size__p235__loss_large__size_04pct,,,,,,,349.0,486.0,137.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_ab3fd7dad7dbbefda691,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_06pct,case,damage_size__p235__loss_large__size_06pct,,,,,,,319.0,448.0,129.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_89b0b271b3c58378787e,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_08pct,case,damage_size__p235__loss_large__size_08pct,,,,,,,241.0,338.0,97.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f550d88440cc12628700,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_10pct,case,damage_size__p235__loss_large__size_10pct,,,,,,,167.0,263.0,96.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_43ba1b9f1a13aa1ac779,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_15pct,case,damage_size__p235__loss_large__size_15pct,,,,,,,146.0,222.0,76.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_fd899026680da6b13856,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p235__loss_large__size_20pct,case,damage_size__p235__loss_large__size_20pct,,,,,,,82.0,151.0,69.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_06ee62e518481ee1c598,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_02pct,case,damage_size__p246__loss_large__size_02pct,,,,,,,249.0,365.0,116.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c2060fc13bb257f070ec,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_04pct,case,damage_size__p246__loss_large__size_04pct,,,,,,,164.0,271.0,107.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_eb4c22a9727c6ba531b1,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_06pct,case,damage_size__p246__loss_large__size_06pct,,,,,,,148.0,245.0,97.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_203cd411bc3ffc142e68,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_08pct,case,damage_size__p246__loss_large__size_08pct,,,,,,,96.0,172.0,76.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_d771b0c9f7609f373d09,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_10pct,case,damage_size__p246__loss_large__size_10pct,,,,,,,97.0,167.0,70.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_06183e448556fc663714,without_seam,metric,case_priority_rank,matched_case_diagnostic_priority,damage_size__p246__loss_large__size_15pct,case,damage_size__p246__loss_large__size_15pct,,,,,,,53.0,103.0,50.0,,,,0.936957091477104,0.9949760533286882,,,,,,9,10,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
